Village,Latitude,Longitude
Kanchanpur,24.99621,81.38803
Andawa,25.003072,81.436147
Kanchanpur,24.997799,81.375514
Gahilwar,24.992994,81.320728
Khamhariya,24.99692,81.438517
Kolaha,24.997836,81.352192
Chaukhandi,24.988676,81.404011
Ovari,24.95884,81.270249
Andawa,24.993969,81.446688
Bamari,24.996283,81.473815
Sigatipurwa,24.995647,81.460025
Majan,24.995865,81.429024
Kushaha,24.992926,81.346586
Bandarkol,24.991334,81.423751
Jodawarpur,24.976628,81.365872
Barhulagijatar,24.990615,81.379218
Bhusunu,24.99,81.477902
Usaki,24.987737,81.451182
Dihiya,24.991216,81.471774
Bhamarkachchh,25.008628,81.421176
Dadar,24.990312,81.461475
Jalaiya,24.985597,81.429225
Derwa,24.985811,81.439242
Barhulanivihanpurwa,24.98854,81.371463
Sehuda,24.991794,81.356767
Khamhariya,24.984852,81.345276
Khoha,24.982744,81.414805
Dungi,24.983712,81.385099
Gauhana,24.984482,81.46387
Itaura,24.982533,81.474098
Panti,24.973159,81.374458
Sehuda,24.981743,81.353876
Bawandhar,24.981363,81.454049
Kirhai,24.974729,81.438643
Konikalan,24.960628,81.307087
Kuthila,24.976396,81.414218
Sehuda,24.975604,81.350609
Purwajokhuram,24.97495,81.423012
Garhawa,24.970874,81.452923
Luchki,24.973734,81.463847
Teduni,24.97489,81.401392
Jahdar,24.970584,81.403919
Mahilo,24.973188,81.473205
Harduha,24.96845,81.414852
Basrehi,24.965748,81.425539
Bhadarinmojra,24.967428,81.393311
Kirkil,24.968503,81.472935
Khaptiha,24.961172,81.466745
Pataiti,25.101902,81.317503
Mudpor,25.104115,81.340633
Bhainshati Kalan,25.087791,81.29316
Bhainshati Khurd,25.082996,81.300459
Bhamarkachchh,25.00083,81.428304
Kalyanpur,24.991712,81.33355
Bhadarinpurwa,24.986619,81.422221
Kushaha,24.979991,81.338396
Mahilo,24.976976,81.475836
Naubasta,24.96046,81.390685
Dagdaiya,24.96466,81.475733
Baraulipanden,24.96136,81.451452
Gobara,24.961971,81.43511
Kachhigawan,24.961602,81.412295
Atraila,24.957449,81.38311
Punchhi,24.957799,81.36822
Maharajpurwa,24.958582,81.40156
Bhitari,24.956695,81.431285
Ojhapurwa,24.955742,81.413376
Chaknandibhauji,24.955058,81.444445
Gadha,24.950955,81.455094
Karwalpurwa,24.95016,81.401473
Dhakhara,24.952907,81.374187
Kotwa,24.948511,81.375634
Kharpata,24.949799,81.433143
Mohanpur,24.948835,81.389805
Gadehra,24.942863,81.329824
Pariharinpurwa,24.946895,81.411986
Purwa,24.946166,81.443767
Nagma,24.934252,81.475508
Karroh,24.946973,81.422294
Khatika,24.941206,81.467093
Deolihanpurwa,24.942037,81.436368
Manipur,24.942721,81.395571
Bhatigawan,24.940285,81.426888
Gadha,24.935148,81.448606
Hardahan,24.939318,81.38528
Barauha Kyota,24.933186,81.39549
Jonha,24.931297,81.407001
Puranikpurwa,24.928658,81.383344
Gohata,24.926605,81.429036
Gohata,24.927912,81.418477
Naua,24.962622,81.354044
Chakdagdaiya,24.955428,81.474164
Dhakhara,24.943947,81.379808
Chaubenpurwa,24.94246,81.404909
Bamhana,24.964803,81.401944
Sehuda,24.970564,81.354082
Ramgarhwa,24.965693,81.365891
Bhitauha,24.974865,81.393087
Gagahana,24.974673,81.385984
Lawarpurwa,24.969204,81.385853
Baisanpurwa,24.97899,81.377631
Kitaha,24.988003,81.360853
Barhulasigotola,24.982575,81.371111
Bandhaikipati,24.98292,81.364233
Tikaitanpurwa,24.972184,81.364655
Patihanpurwa,24.97687,81.358847
Jodawarpur,24.971876,81.359238
Patisarnamsingh,24.967182,81.37838
Janakhai Kalan,24.90508,81.522587
Gohat,24.922425,81.484872
Deur,24.916623,81.655105
Ghuma,24.910953,81.678048
Barhat,24.904855,81.628124
Janakhai Khurd,24.916235,81.504695
Gangtira,24.890142,81.684377
Sarra,24.898737,81.658366
Gadahi,24.890019,81.594228
Paipkhara,24.896518,81.700305
Khujh,24.891004,81.697579
Kankar,24.885173,81.641643
Kalwari,24.873872,81.66089
Lohara,24.879863,81.614708
Gadihapar,24.882897,81.703852
Karahiya,24.881386,81.627528
Gangi,24.885279,81.69459
Pangadi Khurd,24.872107,81.548527
Gangi,24.88076,81.6927
Sedaha,24.875904,81.587473
Jamai Kalan,24.870455,81.641056
Hinauti,24.872934,81.59764
Parsadha,24.874617,81.69775
Pangadi Kalan,24.85048,81.58191
Dadh,24.870086,81.628914
Pahilpar,24.867818,81.69603
Bhamariya,24.868884,81.606408
Newariya,24.867051,81.618363
Kyota,24.867008,81.591145
Rojhauhi,24.867747,81.500006
Bhadawal,24.859695,81.690196
Badokhar,24.86321,81.609265
Ataraila,24.857135,81.546632
Bamhani,24.86446,81.598108
Bhaukhari Kalan,24.851164,81.527851
Lalwari,24.856718,81.66969
Dubgawan,24.860624,81.630502
Lotani,24.862779,81.589069
Jamaikhurd,24.85507,81.646874
Sarai Unmulan,24.854557,81.511353
Kathmana,24.85764,81.581989
Kaitha,24.852049,81.519532
Chiyar,24.85834,81.600571
Dhauwana,24.856011,81.616768
Turka,24.853751,81.538574
Banpatai,24.852632,81.558333
Bhitwa,24.849618,81.694327
Soharwa,24.850395,81.626625
Badiaur,24.850921,81.60785
Gadhawaramdeosingh,24.84359,81.680143
Bhaukhari Khurd,24.842533,81.537274
Kaitha,24.844773,81.630201
Chhatragarh Kalan,24.844277,81.668127
Bans,24.835168,81.587807
Misira,24.8423,81.615114
Amiliya,24.83977,81.648086
Kasiyargaon,24.835876,81.703507
Sarai Kothar,24.842,81.507037
Patai,24.839196,81.560752
Kolaha,24.837259,81.54932
Itaha,24.836747,81.632281
Tikurdasi,24.837198,81.693512
Rehadi,24.828289,81.491895
Ghoraha,24.702589,81.570822
Madhi,24.832902,81.660674
Lalgaon,24.817493,81.524039
Bhathawa,24.833863,81.568119
Padua,24.828624,81.61337
Kolahai,24.822275,81.506668
Chhatragarh,24.834239,81.67467
Dubaha,24.82923,81.694125
Nivi,24.704714,81.627933
Agdal,24.828386,81.64578
Akalsi,24.827208,81.632455
Bantar,24.827348,81.602269
Siswa,24.822918,81.546701
Gadhawalakhankherihan,24.826787,81.66895
Rimaribaban,24.816705,81.66079
Mal,24.820915,81.597782
Mudila,24.823886,81.661971
Baherakhuman,24.821767,81.683833
Dasapurwa,24.825114,81.558654
Sigti Khurd,24.82279,81.693676
Dadar Kala,24.819906,81.490801
Gadhawaramdutt,24.821901,81.66813
Bagahiya,24.81733,81.500079
Lauri,24.81023,81.618525
Katan,24.820893,81.558985
Budhawa Mamla,24.820436,81.674131
Lauri,24.816114,81.635312
Gambhirpur,24.819028,81.644936
Sigti Kalan,24.817718,81.690906
Tehara,24.815728,81.555121
Majanraksa,24.812612,81.592375
Sigti Nankar,24.814794,81.686419
Dagdagpur,24.81145,81.544332
Madari,24.810125,81.562673
Rimari Varaiyan,24.809925,81.658101
Garh,24.80559,81.646896
Purwa Unmulan,24.812455,81.573044
Hardiha,24.80787,81.674025
Sigti Baman,24.811534,81.695441
Dadar Khurd,24.809279,81.489558
Sohai,24.809362,81.684253
Pipari,24.809312,81.554426
Chauri,24.803546,81.499663
Hardiha,24.807739,81.69367
Belakamod,24.805767,81.702293
Bagahiya,24.807575,81.569702
Lauri,24.799354,81.62943
Deohata,24.800247,81.548826
Barrehi,24.802929,81.539942
Dagardua,24.806384,81.588271
Hirudih,24.801589,81.57063
Rangarh,24.802349,81.590136
Khamhariya,24.800639,81.508596
Sigti,24.80191,81.599063
Hardiha,24.8026,81.682594
Sohai Kamat,24.803228,81.689836
Kanatori,24.800407,81.484847
Gahira,24.799234,81.667276
Misira,24.79964,81.695752
Madapha Paipkhar,24.799831,81.562513
Beladilasua Kothar,24.797484,81.703284
Bhothi,24.794982,81.600295
Tedun,24.910558,81.570841
Baghabil,24.883135,81.567337
Sanaga,24.867396,81.524444
Jagpurwa,24.826852,81.570234
Lokcha,24.83163,81.686593
Chhatragarh,24.826739,81.677075
Rampur,24.815884,81.67093
Babupur,24.796634,81.609846
Siraiya,24.79433,81.617344
Hardi,24.794093,81.534024
Jarha Kothar,24.794767,81.575482
Dihiya,24.701347,81.70192
Bairiha,24.795959,81.689814
Dagardua,24.79565,81.592807
Dihikothar,24.791663,81.655406
Pachokhar,24.79156,81.564594
Dharabibha,24.793845,81.639385
Mala,24.788394,81.487576
Jodauri,24.7912,81.515527
Bhamariya,24.789247,81.498839
Paikangaon,24.789434,81.664327
Lachhimanpur,24.790962,81.697329
Dhadhar,24.79064,81.60604
Koti,24.790024,81.58904
Sorahiya,24.789944,81.543008
Lahuriya Parasi,24.783212,81.640155
Belahai,24.787479,81.609984
Tendua Unmulan,24.785172,81.634844
Itaura,24.783123,81.69974
Purwa Kothar,24.78627,81.557002
Amaha,24.784072,81.581345
Tendua Kothar,24.785192,81.623763
Tedhtal,24.77856,81.649857
Mauhariya Kothar,24.778162,81.527654
Prabhatipurwa,24.781582,81.570513
Kolaha,24.781075,81.604712
Dewas,24.773631,81.483199
Chorawa,24.783877,81.680042
Nivi,24.781645,81.687954
Kanchanpur,24.779111,81.671594
Chhivalaha,24.77893,81.589041
Mauhariya Kothar,24.776255,81.533036
Kharahari,24.780412,81.511057
Khairhai,24.780917,81.665751
Deori Narji,24.780969,81.660285
Dunda,24.778383,81.624442
Ithai,24.775731,81.612657
Majhiyar,24.777065,81.557332
Bahiwar,24.775749,81.50266
Kharra,24.77518,81.681261
Basigawan,24.775719,81.516032
Akauri Kothari,24.769714,81.53713
Majhigawan,24.775059,81.697534
Lendua,24.770561,81.663613
Parasi,24.767834,81.634362
Akouri U Kothar,24.766693,81.545378
Busaul,24.768252,81.598247
Paharakha,24.767862,81.58155
Bahera Unmulan,24.770838,81.623351
Balai Tola,24.749732,81.588369
Podi,24.762018,81.501965
Belaha,24.766916,81.699326
Pokhaiwala,24.767307,81.690947
Dihiya,24.767259,81.553203
Nauwa,24.769125,81.652645
Dihiya,24.773191,81.56713
Sujipurwa,24.766558,81.563007
Madha,24.764435,81.615639
Ghuchiyari,24.750753,81.639587
Mankahari,24.759789,81.650384
Karah,24.761345,81.562691
Bela,24.756703,81.597963
Badauwa,24.759571,81.703235
Teliya,24.760469,81.587448
Hardiha,24.753514,81.683761
Majhapatiya,24.757392,81.548832
Hadiya,24.751816,81.696979
Chhadanhai,24.755294,81.665828
Tikuri,24.755777,81.616571
Madpha,24.755449,81.562125
Unchatola,24.755327,81.574728
Raura,24.750979,81.488888
Badauwa,24.754545,81.704907
Ataraila,24.751772,81.502995
Rampurwa,24.746954,81.528553
Pokhadaur Khurd,24.751308,81.550191
Misrauliyan,24.748276,81.652842
Jhunsi,24.746784,81.66623
Rajaha,24.751618,81.539916
Basauli,24.74792,81.62159
Judmaniya Mu Majan,24.745787,81.692873
Dhamaka,24.749315,81.556782
Saman,24.748564,81.611058
Teliya,24.74999,81.579995
Sujwar,24.745763,81.511045
Madna,24.743232,81.674873
Ghopi,24.743863,81.569414
Sar,24.74364,81.589712
Takhat Tola,24.742947,81.498996
Sonvarsha,24.742574,81.685468
Bahera Sengran,24.740368,81.632286
Pokhadaur,24.741538,81.550786
Gudhawa,24.735167,81.516045
Adhiha,24.743025,81.608542
Basauli,24.735458,81.614074
Raghana,24.741423,81.659022
Majan Mu Judmaniya,24.73703,81.694724
Meharwanganj,24.735555,81.54992
Adhiha,24.738234,81.606699
Mair Mu Bhatigawan,24.735079,81.702142
Nivi Shivratan,24.735624,81.656291
Sar,24.736622,81.586134
Mohaniya,24.734908,81.573919
Dewara,24.730694,81.497105
Fulaha,24.731334,81.66619
Bharigawan,24.734826,81.680579
Gangeo,24.733221,81.59218
Hinauta,24.733254,81.531109
Kuwaranwalibandh,24.730042,81.689439
Kataha,24.730875,81.558388
Bahera Lakhan Khorihan,24.731137,81.629996
Haslo,24.72956,81.699171
Joraut,24.723155,81.538736
Purwa,24.73213,81.601657
Nivi Geruari,24.729502,81.653286
Bahera,24.728636,81.676109
Basauli,24.727637,81.612636
Geruari Bhushan Singh,24.729747,81.642813
Gangeo,24.728683,81.579953
Baghela,24.727413,81.519907
Purwa,24.726837,81.602549
Jogiya,24.722665,81.671653
Mahamudpur,24.716102,81.487262
Mathapaden,24.724371,81.587693
Dhodhi,24.792089,81.508613
Majhiyar,24.79043,81.52538
Sadawa,24.781791,81.521162
Bilara,24.784212,81.506023
Arjuna,24.784627,81.540955
Majhiyar,24.780691,81.552417
Haslo,24.723388,81.701449
Purwa,24.728564,81.597118
Majhigawan,24.724698,81.570172
Atra,24.724406,81.682247
Geruari Pande,24.725911,81.642601
Sirsa,24.720779,81.556574
Umariya Chauban,24.720732,81.651698
Shivrajpur,24.721675,81.526751
Geruari Sengran,24.72222,81.64037
Mairha,24.721338,81.691005
Dubahai Kalan,24.719385,81.514409
Umariya Lakhankhorihan,24.71944,81.659989
Nivi Rajasingh,24.719622,81.621619
Purwa,24.72135,81.60174
Nivi Byohariyn,24.710914,81.61223
Majhigawan,24.721444,81.580825
Jhunsi,24.718788,81.679456
Kharahana,24.716454,81.591252
Geruari Bhohariyan,24.717537,81.641067
Purwa,24.715462,81.599745
Majhigawan,24.716039,81.580826
Khirki,24.713919,81.624672
Fauda,24.711475,81.686746
Jhunsi,24.713346,81.675965
Nautiya,24.713986,81.564781
Jageti Purwa,24.711853,81.540945
Baseda,24.708303,81.549788
Hinauta,24.709019,81.527776
Geruari Lakhankhorihan,24.712608,81.639376
Dubahai Khurd,24.711217,81.518785
Minaha,24.711033,81.631305
Umariya Byohariyan,24.712436,81.647512
Jodhpur,24.706746,81.654139
Saheba,24.703952,81.507727
Matha Segaran,24.70978,81.574101
Barroha,24.708126,81.581432
Niwikurmiyan,24.70943,81.617467
Madhi Khurd,24.706095,81.59518
Dadh,24.707871,81.635514
Mairha,24.708034,81.680422
Nivi Lakhankhorihan,24.70778,81.605856
Atraila,24.708926,81.563344
Nivi Bhaibant,24.708111,81.624118
Mankua,24.700918,81.642044
Rampur,24.700005,81.556611
Itahakalan,24.701209,81.672254
Niwi Munjapta,24.702937,81.619217
Kalra,24.703875,81.684604
Godari,24.700556,81.536037
Gangeo,24.727816,81.590455
Purwa,24.723655,81.594299
Majhigawan,24.724811,81.57901
Nivi Chanduram,24.719376,81.631368
Majhigawan,24.717735,81.569984
Lodhama,24.71668,81.699571
Tiwarigawan,24.705766,81.69354
Itaha Gahanauwa,24.710452,81.668278
Lalpurwa,24.711579,81.698682
Katra,24.891708,81.669486
Kaitha,24.758111,81.535481
Belwa Kurmiyan,24.758211,81.518192
Belwa Badgaiyan,24.767154,81.519704
Badokhar,24.770068,81.50093
Basoli,24.740198,81.618799
Vidhya Nagar,24.755194,81.584424
Jarha Unmulan,24.795048,81.584693
Sagrabandh,24.872531,81.708062
Bahar,24.758514,81.678362
Dilha,24.760815,81.689635
Kharra,24.775556,81.674795
Nivi,24.777999,81.678274
Kharra,24.762623,81.669945
Kharra,24.765345,81.677715
Kharra,24.772026,81.675832
Nivi,24.779209,81.682023
Kharra,24.768745,81.671012
Nivi,24.777677,81.680443
Kharra,24.775428,81.677943
Kharra,24.765687,81.680611
Nivi,24.772454,81.688994
Kharra,24.768487,81.67785
Nivi,24.7776,81.683762
Kharra,24.775179,81.684278
Kharra,24.772056,81.682418
Godari,24.792638,81.553486
Rojwah,24.74706,81.599935
Baghela,24.73676,81.600263
Pamar,24.741693,81.600012
Mahuha Mu Khairhai,24.7652,81.685973
Rajaha,24.921198,81.844165
Bhitari,24.92098,81.787791
Majhiyar,24.916203,81.798488
Bajra Nastgawan,24.920528,81.874487
Darimanpurwa,24.922936,81.859636
Hakariya,24.912957,81.7288
Gadaraha,24.921519,81.907323
Duari,24.912027,81.774663
Kot,24.894871,81.737354
Khunthi,24.916027,81.816302
Raipur,24.901629,81.843433
Parsadha Kalan,24.916163,81.85163
Umariya,24.909697,81.807863
Bahraicha,24.918677,81.911659
Jaikara,24.909356,81.70865
Mahewa,24.879967,81.776495
Reuhi,24.913553,81.911592
Gadarpurwa,24.911951,81.885456
Sonauri,24.905433,81.86658
Jodhpur,24.895111,81.712781
Sonauri Baghedi,24.889113,81.868315
Raipurjangal,24.883782,81.809965
Naudhiya,24.886316,81.896491
Tikat,24.891429,81.706623
Hakariya,24.880548,81.712236
Chaura,24.873969,81.897105
Patharhiya,24.876608,81.872732
Kushaha,24.875842,81.73068
Dhakhara,24.862479,81.86236
Mahugaon,24.869593,81.922141
Bhir,24.867834,81.747906
Uncha,24.873996,81.715494
Shankarpur,24.860551,81.811396
Itarangaon,24.868462,81.726246
Kakarha,24.850992,81.920886
Amiliya,24.867206,81.715708
Padengaon,24.866469,81.733993
Bari Khurd,24.865884,81.886612
Akouri,24.846647,81.762274
Dhakhara,24.834964,81.87096
Bari Kalan,24.860827,81.897353
Nakata,24.861287,81.722374
Sonwarsha,24.862477,81.709657
Tarimajara,24.860514,81.758781
Rojhaunh,24.854574,81.741468
Barijangal,24.850525,81.884854
Dharamnagari,24.85696,81.726715
Mauhariya,24.854866,81.70972
Rampur,24.836942,81.770272
Chakurdan,24.847083,81.8992
Majhigawan,24.849077,81.730739
Dubi,24.839859,81.786991
Misira Kothar,24.851142,81.716778
Misirapawai,24.848741,81.725082
Sengarwar Hajariram,24.847132,81.711925
Shivrajpur,24.819427,81.795592
Jarkatiarammuram,24.840694,81.711855
Tarikhas,24.842871,81.743839
Sengarwarkurmiyan,24.838565,81.724367
Kakarha,24.832438,81.912565
Madsadhangaon,24.838072,81.740911
Kathar,24.826584,81.890414
Dabhi,24.81397,81.81609
Tendua,24.832164,81.734011
Jarkatiramsaran,24.833397,81.71791
Shahpur,24.820707,81.778205
Kathmaliya,24.828751,81.715488
Parasiya Pahad,24.823644,81.78903
Pipara,24.820892,81.746018
Bandhawakothar,24.816493,81.709585
Chhadana Kalan,24.817489,81.909987
Chhiwalaha,24.826034,81.722503
Ghoraha,24.812755,81.926253
Deorihangaon,24.824131,81.730717
Amallakpur,24.814698,81.91752
Chhataini,24.808924,81.866555
Rajaha,24.820681,81.766791
Bandhawabhaibant,24.813613,81.726152
Rehada,24.814025,81.893959
Dubaha,24.811534,81.756904
Tendua,24.811976,81.781383
Jamuhara,24.80954,81.736155
Parasiya Mudahan,24.809608,81.774703
Barroha,24.80545,81.744516
Parasiyabrahman,24.805769,81.765063
Panigawan,24.806246,81.760312
Latiyar,24.800028,81.920554
Budha,24.804623,81.778603
Chhadana Khurd,24.803377,81.914187
Deori,24.801421,81.901825
Panigawan Kurmiyan,24.801662,81.76938
Khanch,24.802351,81.70874
Gada,24.788178,81.903443
Bhainsahai,24.790844,81.849086
Chhidana,24.80263,81.723864
Deoribaghelan,24.800375,81.729186
Langarpurwa,24.798181,81.748968
Chakraipur,24.872936,81.844661
Chhuhiya,24.797675,81.774066
Ambi Prabhunath,24.800088,81.716519
Beohariya,24.796755,81.797156
Ganigawan,24.790699,81.92681
Bedauliha,24.906238,81.897223
Mauhariya,24.918935,81.888123
Parsadha Khurd,24.912323,81.8329
Thakurainpurwa,24.88115,81.846052
Sidhisayar,24.821415,81.902745
Sayar Pahadi,24.802901,81.888366
Ambi Nityanand,24.796202,81.709587
Deorisengar,24.794841,81.732708
Ambi Murli,24.79575,81.717153
Nai Garhi,24.778811,81.768189
Mahauta,24.774232,81.88235
Basigada,24.789691,81.8803
Ambi Sumant,24.792327,81.720605
Atraila Khurd,24.793145,81.868255
Dihiya,24.787016,81.792617
Ramnagar,24.790174,81.71144
Marjadpur,24.786822,81.919667
Baruakatka,24.790102,81.863036
Tituri,24.785673,81.807121
Shukuli,24.790589,81.746384
Ghoraha,24.788228,81.736384
Atraila Kalan,24.787692,81.870842
Tadaurabrahaman,24.783037,81.741765
Baraha,24.785524,81.708533
Semriha,24.78244,81.86677
Harditiwariyan,24.780105,81.749171
Bahera Nankar,24.783245,81.73095
Dubgawan,24.779686,81.704684
Tadaura Kurmiyan,24.778792,81.756498
Chorgawan,24.77524,81.918497
Bhamara,24.769292,81.896355
Itahai Nirmohisingh,24.775952,81.722373
Itahai Dharamrajsingh,24.777425,81.732361
Patharkhohara,24.775121,81.867607
Atraila,24.758565,81.810259
Chikirakatola Khurd,24.774833,81.80198
Patharauda Kalan,24.773667,81.808574
Sumeda Khurd,24.775752,81.795393
Jattha,24.773935,81.855814
Dubgawan,24.773906,81.706371
Dadi Khurd,24.773211,81.728117
Itahai Gajadhar,24.774046,81.715259
Surhuriya Kalan,24.770639,81.820741
Chandeh,24.772492,81.738481
Karkachaha,24.764469,81.858556
Tatihara Khurd,24.773047,81.78407
Banpara,24.769335,81.711527
Dadi,24.768352,81.794156
Devipur,24.768047,81.810668
Chakraha Tola,24.768217,81.784103
Madhwa Kalan,24.766075,81.778286
Chilla,24.766526,81.740542
Dadi Kalan,24.766001,81.725789
Rajadhau,24.761567,81.929187
Bhagdewa,24.761381,81.917327
Fatua,24.764675,81.78876
Shah,24.765064,81.718298
Telaiya,24.764143,81.709582
Kolaha,24.762465,81.730018
Duda Chamadiya,24.763139,81.748225
Sumeda Kalan,24.762394,81.822888
Gadara,24.758695,81.875378
Karah,24.747733,81.858347
Niviha,24.76154,81.736092
Patharaha,24.760385,81.723548
Pakara,24.75923,81.771694
Barha Khurd,24.787015,81.723795
Belaha Nankar,24.757939,81.713749
Dhodh Usra,24.756317,81.737208
Puraini,24.757629,81.75349
Misira,24.757246,81.794182
Jilhadi,24.755753,81.800988
Shukulgawan,24.754843,81.902579
Naraini,24.749568,81.77692
Ahirgawan,24.756418,81.784678
Belaha Kothar,24.755427,81.721804
Pahadi,24.750209,81.888348
Bahati,24.753668,81.819665
Madau,24.748913,81.835484
Dodo Chamadiya,24.751241,81.743191
Barawn,24.738169,81.916034
Purwa,24.745391,81.760189
Ramnagari,24.750188,81.87844
Sukuli,24.751792,81.771353
Badigawan,24.750457,81.784842
Panigawan,24.750818,81.790756
Hinauti,24.745687,81.711878
Dihiya,24.74603,81.726634
Chaukheda Chamadiya,24.747149,81.749572
Sigai,24.748045,81.795664
Thurriha,24.743177,81.897141
Misirgawan,24.744472,81.819606
Kaichhua,24.735155,81.810911
Korigawan,24.738716,81.787403
Maganiya,24.740575,81.770181
Dubgawan,24.741885,81.800068
Khairhai,24.739236,81.742328
Dasauha,24.740119,81.841943
Hatwa Bhudhar,24.738346,81.834362
Amallakpur,24.739922,81.734854
Byohariya,24.735622,81.707697
Hatwasengar,24.733066,81.820845
Nakati,24.735116,81.886225
Kot Rambhajan,24.736127,81.857835
Chapgawan,24.731234,81.746899
Baijla,24.729338,81.771627
Joraut,24.716248,81.768363
Dihi,24.73237,81.754482
Alhauwa,24.727792,81.716842
Rajgat,24.732674,81.826358
Dasauha,24.732981,81.840111
Dubgawan,24.730106,81.894397
Kot Ramdas,24.732506,81.865441
Foolkaransingh,24.729469,81.85347
Dihiyanai,24.731553,81.87766
Kotaha Raghuwardayal,24.730597,81.871382
Amiriti,24.729902,81.835212
Mauliya,24.731769,81.792056
Bharigawan,24.724264,81.789923
Alhauwa,24.725519,81.729332
Kullu Mu Haslo Khurd,24.730784,81.735604
Kot Jagmohan,24.72915,81.862085
Atraila,24.726148,81.84614
Sipinhai,24.727551,81.826642
Haslo,24.72777,81.708548
Fool Bajransingh,24.725166,81.878567
Kadauha,24.725087,81.830904
Senua,24.721533,81.745401
Dihiyapurani,24.725393,81.87249
Hargadi,24.789778,81.730162
Baraundha,24.781228,81.716293
Patharauda Khurd,24.780502,81.832418
Surhuriya Khurd,24.773668,81.829157
Chandeh,24.7707,81.749133
Kalra,24.768885,81.733507
Khapatiha,24.769246,81.721745
