Village,Latitude,Longitude
Ghuisa,24.375291,81.12393
Majhgawan,24.375761,81.101102
Dhaurahra,24.364595,81.083744
Lalitpur,24.37283,81.223692
Bhichhiya Khurd,24.364172,81.164068
Lalitpur,24.361183,81.233417
Kariya Pater,24.369102,81.112199
Semariya,24.366526,81.153489
Bidhui Khurd,24.369467,81.14305
Kakra,24.358962,81.039654
Mauhat,24.355703,81.067455
Magraj,24.361373,81.120765
Lokhari,24.364607,81.101666
Nimaha,24.361332,81.244424
Ramgarh,24.353204,81.141544
Dhausada,24.332842,81.181428
Bhogam,24.326666,81.202063
Kusamhat,24.354823,81.158257
Kathaha,24.346276,81.109131
Doma,24.344434,81.118962
Bidhui Kalan,24.351624,81.149646
Bhadri,24.349222,81.134621
Gora,24.332387,81.099751
Raikwar,24.343191,81.039556
Jamuniha Bandh,24.343362,81.205448
Bajwahi,24.337055,81.076839
Amjhar,24.324953,81.15308
Bedura Unmukt,24.334576,81.050036
Bedura Kalan,24.334086,81.058572
Sonwarsha Khurd,24.683242,81.593923
Naugawan Naugama,24.325744,81.077497
Papra,24.332693,81.244791
Kumhari,24.317376,81.074749
Birdatta,24.321771,81.041503
Bhishampur,24.288624,81.075013
Deori Jagdishpur,24.309731,81.068519
Mad,24.681465,81.53642
Chhain,24.301258,81.143171
Pathra,24.285,81.118233
Madhi,24.307206,81.032592
Hinauti,24.299398,81.306198
Chorkhadi,24.274921,81.035529
Bijuri,24.304173,81.251347
Degrha,24.296592,81.289976
Khodhri,24.302425,81.261871
Biharganj,24.307737,81.280548
Thadhghatiya,24.299872,81.236248
Judmani,24.296799,81.271939
Jigana,24.288735,81.225165
Jhounpa,24.291469,81.244355
Hinauta,24.285194,81.216122
Pagara,24.289883,81.207233
Obra,24.267831,81.058312
Suhili,24.28567,81.343326
Suhila,24.28268,81.335331
Kothar,24.285393,81.238342
Joba,24.278824,81.202415
Argat,24.282649,81.24925
Bhitari,24.27932,81.191597
Mataha,24.282455,81.264263
Bargahitola,24.276417,81.304104
Chhirhai,24.273624,81.23535
Karhiya,24.272427,81.337288
Koldiha,24.273794,81.166847
Khomraha,24.271564,81.257712
Godari,24.679787,81.552425
Bagdari,24.269662,81.144122
Belhai,24.2673,81.324903
Sagauni Khurd,24.267095,81.212973
Barhatola,24.267299,81.296355
Sagauni Kalan,24.269712,81.20422
Devdahi,24.262271,81.283799
Amiliya,24.263909,81.220036
Hatawa Kothar,24.275953,81.183305
Bagdari,24.258214,81.168012
Tenduha,24.261922,81.317329
Naugawan,24.257095,81.237193
Bhamraha,24.25962,81.306781
Barhai,24.256804,81.330634
Sohaula,24.254772,81.101816
Sahipura,24.256096,81.205281
Bairagal,24.419588,81.098791
Barkhoda,24.25773,81.150485
Aaraji Harwa,24.25778,81.195827
Godahatola,24.253866,81.343234
Odhki,24.403338,81.083345
Kotri,24.399988,81.1201
Turki Manmohan,24.399133,81.166218
Kharhiya,24.386167,81.116559
Dhahi,24.364257,81.135396
Bedura Khurd,24.336229,81.042432
Koka Hansar,24.299275,81.187965
Kingara Veerdatt,24.297239,81.044447
Koldiha,24.263069,81.178381
Ranikanp,24.277471,81.27469
Sendura,24.257251,81.131466
Gada,24.384715,81.266365
Koldiha,24.262068,81.160319
Bagdari,24.265053,81.149334
Kolaha,24.656185,81.609995
Piparwar,24.700002,81.476751
Moharawa,24.690112,81.28832
Beerkham,24.688575,81.227788
Bedhauwa,24.696387,81.376887
Nandanipur,24.695226,81.204453
Katki,24.690279,81.306508
Baraha Paipakhara,24.697291,81.320578
Hinauta,24.700766,81.261455
Hardi Kalan,24.69836,81.419036
Rupauli,24.690159,81.18571
Kasihai,24.695926,81.404499
Kabara,24.693115,81.348374
Paipkhara,24.693503,81.390605
Hinauta,24.688598,81.257334
Dhudhaki,24.683765,81.45425
Kathana,24.694646,81.454483
Semara,24.685319,81.366227
Dihiya,24.690982,81.426547
Manwahi,24.68842,81.330913
Majhiyar,24.686846,81.340103
Rampur,24.68286,81.469225
Nawa,24.689041,81.404589
Makarwat,24.679385,81.194294
Paipakhara,24.685438,81.322814
Hinauta,24.687412,81.268721
Nadana,24.677622,81.417219
Khair,24.678252,81.350014
Khamhariya,24.68388,81.403056
Sonauri,24.673473,81.201793
Khamhariya,24.679703,81.389529
Jhiriya,24.678683,81.376388
Chaura,24.668284,81.21184
Madha,24.678344,81.33638
Dhari,24.674806,81.291436
Manwahi,24.677994,81.326459
Dihiya,24.678701,81.400691
Amara,24.669485,81.268345
Dubgawan,24.673783,81.314682
Kapasa,24.668905,81.245151
Sapaha,24.671391,81.181011
Kadaila,24.669433,81.440165
Shukalgawan,24.670487,81.47692
Khamhariya,24.671073,81.279372
Gaura,24.670997,81.261008
Dhawaiya,24.666387,81.463687
Majhigawan,24.666233,81.37133
Karaudaha,24.671952,81.400512
Labhauli,24.66756,81.354842
Salaiya,24.659248,81.392199
Chaura Chauth,24.668528,81.343713
Jhiriya,24.665672,81.325177
Patehara,24.650678,81.447675
Kathar,24.658912,81.175826
Chaura Kothar,24.663775,81.344266
Khadda,24.656717,81.291573
Barakothar,24.658426,81.189029
Mudiyari,24.658873,81.313152
Chhiwala,24.653522,81.409332
Chaura Paipkhar,24.663299,81.333955
Rahat,24.645247,81.209227
Jodauri,24.652452,81.430776
Hardi,24.646841,81.244392
Kanji,24.649196,81.274005
Sathini,24.651255,81.337832
Sanw,24.644184,81.258772
Madhi,24.654674,81.460501
Majhboga,24.654393,81.372616
Kapuri,24.650875,81.357578
Pokhara,24.649923,81.476018
Khamhariya,24.685701,81.388075
Khuskhusa,24.671191,81.33455
Ragauli,24.647185,81.174903
Sendura,24.64298,81.367914
Khajuawan,24.644124,81.382319
Katheri,24.637855,81.465316
Manakahari,24.634345,81.315991
Bamhori,24.632018,81.234437
Paipkhara,24.636694,81.415903
Dadhi,24.623472,81.172634
Kanji,24.638414,81.354179
Kushaha,24.635626,81.336625
Puraini Kothar,24.637848,81.282802
Uktha Kanchanpur,24.632795,81.437366
Amiliya,24.624775,81.40224
Louwa Laxmanpur,24.629271,81.367485
Marha,24.617333,81.188896
Kushaha,24.627143,81.347204
Dadar,24.612804,81.20957
Madhachak,24.628513,81.268212
Puraini Jagir,24.63022,81.288478
Pathargadhi,24.626027,81.219574
Kharhari,24.626721,81.390126
Lohadwar,24.612618,81.436815
Padara,24.618598,81.416332
Dihiya,24.625271,81.33573
Tikuri,24.615554,81.308993
Madnua,24.620125,81.461343
Mohani,24.614703,81.246731
Nawagaon,24.617265,81.378634
Bahuribandh,24.611034,81.266004
Khamhariya,24.621481,81.294073
Bakchhera,24.610524,81.387578
Gangahara,24.614666,81.335615
Patharaha,24.616606,81.368044
Misira,24.615955,81.472662
Budhiya,24.606416,81.450941
Chhipata,24.61261,81.232718
Bara,24.614183,81.323339
Bara,24.600113,81.325876
Sagara,24.601358,81.358598
Padariya,24.609323,81.472565
Raura,24.604652,81.403025
Bara,24.607589,81.325649
Itaha,24.59979,81.301428
Patauna,24.601401,81.420574
Bagdara,24.604151,81.315565
Bandhawa,24.601665,81.463777
Dhawaiya,24.604506,81.233077
Lapta,24.597669,81.251238
Bandhawa,24.604163,81.475552
Mahsua,24.592095,81.426925
Sakarwat,24.598371,81.179564
Putari,24.599007,81.333109
Rampur,24.596921,81.385384
Barwah,24.596618,81.231261
Ukthi,24.594559,81.316843
Sursa Khurd,24.593989,81.475513
Amba,24.588786,81.274561
Tikiya,24.594194,81.260848
Mahsua,24.593351,81.438713
Bankuaiya,24.592743,81.201288
Joginhai,24.590898,81.455766
Kuaya,24.589301,81.216388
Majhigawan,24.591151,81.343636
Shivpurwa,24.590724,81.406665
Tikuri,24.586771,81.331524
Pahadiya,24.580624,81.379551
Paipakhara,24.587236,81.233624
Sumeda,24.584207,81.177304
Hariharpur,24.584778,81.313387
Mahsua,24.586198,81.436298
Paipakhara,24.584266,81.244665
Pahadiya,24.585165,81.391945
Bisar,24.583087,81.261671
Bihara,24.579398,81.204686
Khira,24.5826,81.418141
Bhati,24.58285,81.35561
Bhitwa,24.580387,81.252132
Itaura,24.576283,81.335461
Pahadiya,24.584734,81.398924
Patna,24.576705,81.400658
Allanagri,24.580438,81.300019
Ajigarha,24.573992,81.300272
Raipur,24.571604,81.432943
Barehi,24.572034,81.461146
Kitwariya,24.575318,81.285271
Gadhaba,24.564868,81.174024
Kullu,24.575863,81.229179
Dubaha,24.575601,81.31945
Puraina,24.570758,81.36516
Jeruka,24.572945,81.245593
Sonaura,24.569188,81.347151
Nain,24.574484,81.417177
Atariya,24.569436,81.264144
Marhi,24.568041,81.275648
Kachur,24.564299,81.209961
Ror,24.569175,81.411509
Ataraouli,24.570554,81.188486
Ajigarha,24.570511,81.317178
Rewa,24.528664,81.289932
Jurmaniya,24.56598,81.237267
Sirkhini,24.568773,81.305538
Sirkhini,24.562551,81.39876
Chorgadi,24.562959,81.383954
Bidawa,24.561816,81.255442
Khujh,24.554854,81.445157
Karahiya,24.556194,81.275517
Umariha,24.558126,81.327616
Ror,24.562538,81.415515
Belaha,24.561502,81.35136
Belha,24.560231,81.359622
Koshta,24.551706,81.355825
Kemar,24.558682,81.246018
Maidani,24.555229,81.262339
Budawa,24.552924,81.463509
Dhauchat,24.552173,81.224502
Bhaluha,24.554561,81.415953
Ramnai,24.550813,81.403525
Aitla,24.553989,81.429492
Chorgadi,24.550173,81.381185
Duari,24.549789,81.249177
Chhijwar,24.547275,81.171049
Teparo,24.544881,81.435647
Jonhi,24.548199,81.191901
Turkaha,24.546004,81.2615
Khadda,24.517545,81.363088
Kauadhan,24.540528,81.204589
Bhaluhi,24.547174,81.420455
Bhundaha,24.546314,81.367346
Sahijana,24.614806,81.296549
Amraiya,24.542681,81.240798
Madhachak,24.623195,81.269879
Mai,24.59434,81.287565
Barhadi,24.537623,81.459013
Tighara,24.540888,81.22051
Jiwala,24.537527,81.36671
Paipkhara,24.540275,81.413735
Madhepur,24.532774,81.16847
Baheliya,24.53616,81.18829
Godahar,24.533368,81.250103
Khajuha Khurd,24.530038,81.422391
Ramkui,24.532479,81.236112
Puras,24.526092,81.433831
Karahiya,24.531294,81.223583
Khaddi,24.532258,81.379278
Chaudiyar,24.531404,81.403675
Koliya,24.531252,81.443651
Sigti,24.52763,81.387627
Gadariya,24.527545,81.346151
Geruar,24.529068,81.478706
Bholagadh,24.526178,81.203164
Khamahariya,24.525486,81.190242
Bal,24.527023,81.463755
Umari Awadheshpur,24.518851,81.377075
Khamha,24.52329,81.359218
Patauta,24.523023,81.441587
Kapuri,24.522715,81.221538
Banjari,24.517888,81.475978
Kasai,24.521647,81.462371
Reethi,24.516225,81.391938
Sonara,24.518313,81.164372
Mahsaw,24.510864,81.410757
Mahidal,24.516584,81.207491
Lohi,24.505687,81.361427
Baijnath,24.507526,81.180433
Gahiri,24.514654,81.463043
Badagaon,24.496128,81.439752
Bhiti,24.514181,81.438949
Naraura,24.511823,81.147001
Tolarampiyare,24.509189,81.37392
Gerui,24.509886,81.452144
Agdal,24.504901,81.216044
Jori,24.508161,81.33899
Hinouti,24.504859,81.157446
Bhanpur,24.505021,81.348993
Khaur,24.503579,81.319192
Pakara,24.507024,81.469518
Dubahai,24.507464,81.199872
Lakhaiya,24.504392,81.386675
Mudiya,24.503383,81.477536
Narayanpur,24.502853,81.465812
Umari,24.501118,81.206466
Hatwa,24.503634,81.452773
Silpara,24.48627,81.296026
Sendua,24.494825,81.348363
Khajuha Kalan,24.485856,81.399784
Pipara,24.499167,81.256231
Jokiha,24.498561,81.380191
Rausar,24.492305,81.275047
Goragi,24.495029,81.417804
Silpari,24.493927,81.312139
Kothi,24.488591,81.326625
Mahuha,24.499555,81.47485
Baghnari,24.494753,81.462344
Gajar,24.492393,81.475754
Laxmanpur,24.485161,81.358053
Khokham,24.4922,81.244314
Raghunathpur,24.490983,81.228236
Bhusudi,24.484441,81.376274
Paderua,24.487212,81.465648
Rampurwa,24.48881,81.259833
Rakariya,24.481762,81.424587
Khaur,24.479642,81.34022
Deora,24.478349,81.244542
Dakwar,24.484562,81.309519
Khairi,24.486079,81.238311
Umari,24.481709,81.474192
Magurhai,24.479845,81.264308
Baghamada,24.480247,81.44696
Khaira,24.477138,81.227512
Musauwa,24.47938,81.453137
Baisa,24.476495,81.279551
Naudhiya,24.539407,81.384254
Sirkhini,24.538098,81.395669
Khaur,24.496289,81.337343
Bakiya Bailo,24.697274,81.147333
Kichwariya,24.69755,81.057466
Bakiya Tiwariyan,24.692963,81.165984
Khohar,24.689348,81.082307
Kandwa,24.685628,81.129255
Ghatbelwa,24.684891,81.110193
Renhta,24.685103,81.058917
Itaur,24.681792,81.037042
Bhalwar,24.682596,81.152332
Gadhwa Khurd,24.674957,81.05937
Mahidal Kalan,24.671427,81.15445
Sonwarsa,24.677095,81.102762
Vanpara,24.677421,81.127068
Madhi,24.673733,81.084885
Kitaha,24.660791,81.121143
Gajgawan,24.662116,81.036642
Majhiyar,24.664528,81.130618
Gadhwa Kalan,24.664303,81.050391
Barti,24.630726,81.090243
Bela,24.651092,81.107744
Chhibaura,24.654396,81.089834
Mahidal Khurd,24.661595,81.15362
Majhiyar,24.652756,81.054741
Ganjan,24.653695,81.151688
Deomau Daldal,24.626892,81.136046
Ramnagar,24.629504,81.058373
Fifir,24.63702,81.070477
Raghunathpur,24.620236,81.043561
Janardanpur,24.605282,81.077349
Chormari,24.590567,81.108821
Karmau,24.602242,81.05091
Degarhat,24.599398,81.143549
Mugwari,24.601158,81.033998
Bairiha,24.579448,81.062114
Umariha,24.588407,81.14632
Patarhai,24.587756,81.080853
Sagauni,24.581057,81.142998
Medhi,24.581838,81.037748
Tiwani,24.567993,81.150976
Jamuna,24.563063,81.094704
Bagahai,24.564694,81.053725
Kolhadi,24.566438,81.033985
Turki,24.560289,81.125251
Tapa,24.548519,81.061071
Kund,24.548193,81.131669
Katiga,24.544807,81.148088
Jhand,24.534927,81.105194
Rampur Baghelan,24.522375,81.059403
Deora,24.526215,81.133336
Korigawan,24.508622,81.116573
Bardaha,24.512022,81.096002
Karhi Lami,24.500057,81.094214
Rimar,24.495196,81.122549
Bhunsi,24.501456,81.032379
Kothar,24.498162,81.145491
Bela,24.485058,81.150505
Jhunsi,24.486331,81.055743
Padariya Kalan,24.494214,81.074276
Bairpar,24.493463,81.165245
Kemar,24.490279,81.195402
Bahelia Bhath,24.484292,81.127409
Era,24.476897,81.098177
Badhari Kothar,24.482126,81.182174
Paipkhara,24.480854,81.217758
Padariya Khurd,24.48729,81.101742
Ruhiya,24.478173,81.163392
Ramnagarpahad,24.479253,81.589313
Bela,24.45291,81.481413
Khokhara,24.469189,81.517716
Atrari,24.434659,81.508343
Khamhadiya,24.451652,81.491748
Churhatghat,24.447581,81.525656
Dadari,24.421015,81.482644
Kumhi,24.471664,81.486525
Bhusunwa,24.466622,81.502434
Amradandi,24.4464,81.513363
Barsaita,24.451846,81.573276
Dhumma,24.472749,81.826106
Pachokhar,24.479645,81.727574
Padkhuri,24.466446,81.711416
Kapuri Path Pahar,24.471069,81.69655
Tikat Khurd,24.474945,81.747531
Bairath Path Pahar,24.482559,81.679717
Kuspari,24.469541,81.83815
Hill Area,24.263958,81.26622
Submerged Area Villages,24.262273,81.33847
Nowbasata CT,24.560303,81.185624
Tank,24.698105,81.111872
Gada Babansingh,24.42145,81.902472
Kapuri Path Pahar,24.474759,81.674282
Karoundi,24.474547,81.879505
Gannaud Path Pahar,24.464295,81.664475
Barigawan,24.463554,81.869385
Patpara,24.465376,81.901182
Bagaiha Bandh,24.469447,81.82943
Bhelki,24.460934,81.651426
Dadar,24.467375,81.853457
Jokaha Kalan,24.465317,81.802425
Lakoda,24.450664,81.851702
Samda,24.465159,81.918932
Ganjar Pathpahar,24.439518,81.646594
Gannaud Path Pahar,24.440493,81.676092
Mohaniya,24.444055,81.617271
Shivpurwa,24.456539,81.799072
Gayghat,24.458264,81.918627
Dadhiya,24.447818,81.733144
Dera,24.45498,81.836828
Kakarha Kalan,24.45776,81.885529
Tikat Kalan,24.449426,81.765636
Chilari Kalan,24.444133,81.794157
Chilari Khurd,24.453316,81.822955
Baliyar,24.451404,81.880083
Mohaniya,24.445546,81.919805
Deoghata,24.441722,81.89979
Gannaud,24.441947,81.667456
Bhitari,24.441047,81.818565
Mamdar,24.425883,81.584227
Demha,24.438507,81.872405
Pateri,24.438353,81.74085
Bhelki,24.441357,81.660103
Bhelki Path Pahar,24.438319,81.653178
Badkhada,24.419421,81.607668
Maldewa,24.424537,81.543457
Taktaiya,24.435621,81.703454
Churhat,24.40901,81.690681
Pawa,24.435653,81.761956
Hardiha Kothar,24.438255,81.684535
Kurrwah,24.426742,81.828412
Khamhauniya Khurd,24.427287,81.68739
Khamhauniya Kalan,24.43199,81.674421
Hardiha Pawai,24.431279,81.68123
Sanda,24.424447,81.715367
Gada Lolarsingh,24.42516,81.916252
Bhelki Khurd,24.423726,81.795947
Chandainiya,24.430471,81.664124
Khadi,24.431694,81.895433
Duara,24.421863,81.747577
Naudhiya,24.425767,81.874843
Badokhar,24.425667,81.641807
Bhaluha Kala,24.416064,81.779949
Tiwarigawan Tiwarin,24.423199,81.658642
Tiwarigawan Kanchhedan,24.417875,81.652938
Boosi,24.417223,81.650307
Sundari,24.419317,81.648108
Kotar Khurd,24.418816,81.890338
Amarpur,24.413894,81.630395
Badkhada,24.422672,81.598544
Barigawan,24.406938,81.759784
Badkhada,24.415847,81.615566
Badkhada,24.422406,81.60485
Badkhada,24.415097,81.625252
Madhuri Pawai,24.417717,81.862485
Khicharigawan Khichargawari,24.418917,81.666156
Amarwah,24.412693,81.82627
Kothar,24.417863,81.929441
Koshta Kothar,24.413466,81.640053
Naugawan Dhirsingh,24.404907,81.837707
Sidhi,24.394017,81.876083
Basedi,24.395392,81.521152
Badkhada,24.41356,81.595602
Badkhada,24.411866,81.600481
Padkhuri,24.403906,81.567744
Jogipur North Tola,24.408752,81.913085
Bichhiya,24.402169,81.501015
Padainiya Khurd,24.411028,81.900612
Badkhada,24.410785,81.605098
Jhalwar,24.401421,81.593306
Padkhuri,24.395427,81.555368
Khairahi,24.407714,81.927414
Jamodi Kalan,24.405106,81.848824
Paraswar,24.410039,81.659923
Kargil,24.400163,81.790718
Lodhauta,24.38748,81.499982
Kothiya,24.396676,81.543722
Kudiya,24.392776,81.535964
Bisaindha Tola,24.403898,81.903092
Naugawan Darshan Singh,24.402612,81.816209
Koshta Pawai,24.400067,81.637563
Pondi,24.393712,81.486028
Jogipur South Tola,24.399162,81.921089
Mishragawan,24.399161,81.650056
Paikiniya,24.399351,81.602144
Kuwan,24.396003,81.612578
Jamodi Sengram,24.398678,81.843934
Padainiya Kalan,24.397592,81.910632
Panwar Baghelantola,24.393463,81.818599
Mirchwar,24.391715,81.767263
Kathautaha,24.394053,81.73032
Sonvarsha,24.387453,81.807238
Akauri,24.383361,81.699862
Muthigawan Khurd,24.386697,81.845686
Basaudaha,24.391877,81.833232
Padainiya Pawai,24.391284,81.915724
Suargat,24.387353,81.586774
Panmar Sengram,24.38202,81.830185
Hanumangarh,24.368812,81.638367
Kudiya Kothar,24.387155,81.572091
Bhitri,24.372396,81.603689
Hinauta,24.389482,81.903841
Jhanjh,24.353844,81.483548
Badhaura,24.382086,81.745545
Tendua,24.37914,81.793623
Bholgarh,24.378354,81.668925
Amdand,24.374683,81.531448
Kukdijhar,24.382957,81.921756
Batauli,24.382584,81.910363
Kubri,24.375659,81.764442
Muthigawan Kalan,24.383096,81.859002
Bijaypur,24.38195,81.900972
Amdand,24.381224,81.531044
Katauli,24.380173,81.573171
Mudi,24.366912,81.895719
Madha,24.379231,81.516295
Panwar Chauhantola,24.375026,81.821486
Padra,24.375817,81.863277
Loharitola,24.377422,81.927958
Korigawan,24.376488,81.505165
Gopalpur,24.374532,81.553562
Chulhi,24.375297,81.739752
Purusottamgarh,24.371847,81.724775
Jhagaraha,24.373481,81.733042
Banjari,24.369574,81.843437
Sonakhad,24.369404,81.902666
Patehara,24.365331,81.53503
Padkhuri,24.362732,81.808945
Kothar,24.370846,81.911821
Maharajpur,24.371358,81.922412
Jaraundha,24.372347,81.888994
Khairahi,24.365726,81.88542
Thakurdeva,24.371383,81.715579
Bhelki,24.458372,81.644398
Kakarha Khurd,24.453546,81.896144
Gannaud,24.447586,81.67693
Karanpur,24.367019,81.696488
Titira Shuklan,24.369392,81.504826
Titira Baghelan,24.368814,81.5175
Naugawan,24.366709,81.709676
Kandhwar,24.360095,81.558103
Bamhani,24.357953,81.774583
Dhankhori,24.35697,81.79416
Pondi,24.360666,81.718245
Mohariya Kalan,24.361705,81.863233
Beldah,24.363082,81.670187
Kitahani,24.362984,81.823822
Semariya,24.364015,81.733476
Rampur,24.359397,81.877859
Ramgarh,24.351359,81.888825
Chunaha,24.358219,81.918989
Rojhauha,24.36052,81.852435
Hathinapur,24.356303,81.757966
Deochha,24.350938,81.745011
Rampur Naikin,24.335852,81.500585
Madwa,24.347999,81.682104
Bahera West,24.352413,81.908361
Atraila,24.356992,81.8378
Kolhua,24.358928,81.708379
Baghwari,24.34159,81.820773
Kota,24.351704,81.575798
Bhamaraha,24.357489,81.729981
Dhanigawan,24.349611,81.642599
Patehara Kalan,24.336691,81.856218
Mohariya Khurd,24.352954,81.853563
Nausa,24.348705,81.653091
Chauhani,24.348924,81.608808
Naudhiya,24.349951,81.539516
Ramgarh,24.35257,81.732796
Goriyara,24.34445,81.896432
Kathriha,24.35192,81.709995
Kasihawa,24.349185,81.810568
Patehara Khurd,24.342735,81.872342
Sukwari North Tola,24.348327,81.840289
Mankisar,24.349346,81.724048
Gedra,24.344765,81.714047
Deogarh,24.336819,81.733887
Udahawa,24.345282,81.85422
Jhala,24.334845,81.553008
Mankisar,24.333226,81.717227
Obaraha,24.343332,81.75587
Satnara Pawai,24.334105,81.922898
Dudhmaniya,24.334842,81.658533
Khaira,24.328648,81.607151
Dithaura,24.338485,81.572088
Sajaha,24.333123,81.536502
Khirkhori,24.333808,81.797224
Bari,24.330634,81.777984
Bodaha,24.338658,81.78396
Bokaro,24.332841,81.634044
Aethi,24.325754,81.755598
Karaudiya,24.332133,81.703015
Kathas,24.33032,81.907205
Bairiha East,24.329357,81.874952
Karaundiya Tola,24.33499,81.888911
Sukhbavari Dakshin,24.330096,81.84314
Kathar,24.323469,81.673013
Nebuha West,24.326442,81.89429
Chhirauhi,24.326894,81.814737
Bairiha Misiran,24.325734,81.858818
Kankati,24.316735,81.582836
Kushmahar,24.301332,81.716246
Dewadand,24.320283,81.825731
Bairiha West,24.322163,81.843716
Nebuha East,24.316839,81.879649
Ghunghuta,24.319327,81.524936
Jhagri,24.311705,81.556802
Gaurdaha,24.314782,81.636616
Bodaraha,24.318706,81.910811
Padkhuri,24.289108,81.92328
Chhiwlaha,24.314548,81.78451
Sapni Duari,24.314404,81.805643
Kehjua Block,24.28856,81.579691
Khairi,24.313636,81.509786
Gadakhoh,24.315056,81.857673
Gujred,24.299356,81.530506
Morcha,24.310959,81.832688
Katri Kadi,24.307741,81.760409
Gandhigram,24.30814,81.892507
Posta,24.304622,81.604956
Kathauli,24.302731,81.845382
Chauphal Kothar,24.298717,81.803038
Chandreh,24.297208,81.495849
Chakdaur,24.297349,81.673277
Bagaiha,24.301326,81.918316
Chauphal Pawai,24.281381,81.773552
Taktaiya,24.29981,81.584215
Pawaya West,24.293633,81.8689
Lohara,24.299915,81.818847
Amilaha,24.295879,81.565029
Chhirauhi,24.298528,81.645682
Pawaya East,24.292016,81.899297
Rakela,24.289523,81.631774
Satohari,24.29031,81.650107
Karahiya,24.285258,81.817843
Karimati,24.285381,81.836502
Dhanaha,24.276919,81.615468
Baditola,24.28367,81.803776
Bhuiya Dol,24.281501,81.589313
Ahirantola,24.274756,81.668661
Umariha,24.270687,81.642837
Tilmani,24.278852,81.893295
Mohani,24.271122,81.577908
Charki,24.268831,81.706214
Tonadah,24.279955,81.861135
Itaha,24.274765,81.570604
Baniyatola,24.277688,81.907772
Charkipani,24.272446,81.916401
Badesar,24.270983,81.550758
Kochila,24.260363,81.845953
Chauganha,24.269826,81.561574
Baran Baba,24.267526,81.889392
Magrohar,24.267175,81.504885
Jamuniha,24.268187,81.598006
Maura,24.263047,81.534008
Sendura,24.257813,81.822284
Dolkothar,24.25966,81.870276
Beldahi,24.262271,81.485878
Sarethi,24.253186,81.738018
Madapani,24.260104,81.911455
Paipkhara,24.256141,81.525787
Jamuniha,24.255922,81.60964
Sukhi,24.258149,81.800076
Barau,24.256725,81.579366
Rimari,24.262097,81.586637
Dol Unmukt,24.258508,81.884062
Khaddi Kalan,24.25706,81.558115
Khailasemar,24.256884,81.769989
Mata,24.253155,81.710809
Amaha Tola,24.255274,81.687397
Koniya,24.252656,81.597412
Jhokharwar,24.357252,81.74426
Pachpahara,24.694726,81.52145
Pachpahara,24.697492,81.564037
Madhikalan,24.696515,81.576375
Tiwarigawan Polihan,24.697995,81.689242
Sathini,24.695711,81.614299
Dhawaiya Tukda,24.69781,81.629769
Belasa,24.69732,81.660249
Tikuri,24.682272,81.605902
Budawa,24.696716,81.54632
Bhatkayasthan,24.694459,81.695998
Mad,24.692189,81.536525
Tiwani,24.675653,81.504759
Tiwarigawan Manbodhsing,24.694507,81.702824
Itaha Khaprelan,24.689946,81.672928
Chhiulaha,24.692394,81.656195
Itaha Gangaram,24.693787,81.681501
Sohai,24.69101,81.647698
Sonwarsha Kalan,24.690745,81.589369
Dhawaiya Fauj,24.693367,81.63636
Sathini Mu Tikura,24.683684,81.630945
Marjadpur,24.687011,81.583463
Bhatsengar,24.688209,81.687204
Tikura Sathini,24.686732,81.620053
Tari Kalan,24.687405,81.572359
Tiwarigawan Uraihan,24.688076,81.70251
Tiwarigawan Rudrabhansingh,24.688846,81.697273
Godari,24.685917,81.542822
Sirkhini,24.687157,81.529202
Tiwarigawan Chandra Bhansingh,24.685187,81.691465
Paliyaduwan,24.671231,81.65121
Suarha,24.683664,81.646716
Karaunda,24.679528,81.521054
Tiwarigawan Rajasingh,24.68231,81.700092
Godari,24.682335,81.561883
Paliya Trivenisingh,24.682018,81.669638
Tari Khurd,24.680079,81.573983
Tikura Raghunathganj,24.677301,81.636867
Budawa,24.674569,81.487356
Godari,24.679356,81.541854
Saraisengar,24.672494,81.67948
Godari,24.677849,81.563844
Chandeh,24.673978,81.589036
Rehada,24.677197,81.526468
Kauadhan,24.677393,81.579158
Misirgawan,24.672916,81.667632
Laur Khurd,24.675141,81.70428
Hanumanta,24.674774,81.550703
Lodhawa,24.675367,81.534029
Karaundaha,24.664902,81.657722
Patharha,24.663199,81.622745
Duwagawan,24.666787,81.594505
Itaha Dandi,24.671144,81.536807
Budawa,24.671109,81.524661
Misirgawan Dube,24.671975,81.572755
Nauwa,24.671254,81.563838
Shivpura Nebuha,24.671986,81.691636
Bairathpur,24.671644,81.697914
Kon,24.669267,81.639634
Mangawan,24.65281,81.533715
Misirgawan Tiwarin,24.665489,81.576225
Pidariya Sengar,24.66392,81.692505
Saraikrishnakumar,24.66148,81.666712
Jaraha,24.663647,81.56062
Bhadaudhur,24.659485,81.567327
Dhabaiya,24.658471,81.636271
Sura,24.655923,81.483949
Bhauwar,24.661439,81.605745
Misirgawan Katan,24.656731,81.577203
Kachhigawan,24.660735,81.59201
Patpara,24.652484,81.677493
Karaundi,24.656543,81.556702
Alamganj,24.651825,81.500234
Pidariya Ramdulare,24.657731,81.688799
Dihi,24.655346,81.699951
Atraila,24.653155,81.594903
Somarhati,24.650481,81.558885
Manikwar,24.650184,81.645151
Chhiulahabandh,24.690082,81.662731
Godari,24.690473,81.548488
Godari,24.68717,81.558828
Dilaha,24.651095,81.610828
Duara,24.65019,81.627294
Sarbara,24.646695,81.697932
Atrakalan,24.644612,81.662163
